id,premise,hypothesis,lang_abv,language,label
ff7bb4cb84,right that s that s supposedly,right possibly,en,English,0
9753eca974,the original wax models of the river gods are on display in the civic museum,they have models made out of clay,en,English,1
c888034659,i always wait for the movie i don t have time to read the book,the movie is always better than the book,en,English,1
f01df4e081,the burden of his spiritual functions as high priest of shinto and the tasks of administration led the emperor to welcome an early abdication frequently to retire to a life of buddhist meditation and scholarship,people looked down on the emperor for abandoning his duties and abdicating,en,English,1
f9d2229412,that is exactly what our head coupon issuer alan greenspan did in 1987 and what i believe he would do again,this is what greenspan did in 1987 and what i think he will do again,en,English,0
a5d65e604e,and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual,you wonder if it s possible to rehabilitate those types of people,en,English,1
40f4778649,each caters to a specific crowd so hunt around until you find the one right for you,you may have to search a bit before you find one that works for you,en,English,0
945d3b8558,ooh that does get high yeah i mean,that does get high because you want so many different extras,en,English,1
136a325d2c,challenges to restore public confidence in,the public has great confidence despite the situation,en,English,2
22513ed7e7,in you know just dealing with the customer maybe that s there only reason why they don t it d seem like they d just put a little barrel out there and say it pour here and go on we ll take your money,the customers were just one of many reasons,en,English,2
86893defea,in general six elements appear purpose type of data collected method of data collection design method of data analysis and reporting,purpose is not one of the six elements listed here,en,English,2
0bf7d4b70f,troyes is also a center for shopping with two outlet centers selling both french and international designer name fashions and home accessories,one of the outlet centers in troyes sells prada fashions,en,English,1
30ff6ed6d1,while obviously constrained by their bondage blacks nonetheless forged a culture rich with religious observances folk tales family traditions song and so on,clearly are constrained by their folk tales and traditions,en,English,2
5c79c98f43,i put it to you that you did do so,i understand that you did not do so,en,English,2
351c982986,then he sobered,he was drunk,en,English,2
482c178098,i d noticed him more than once and i d figured it out in my own mind that he was afraid of somebody or something,i feel like something or someone is terrifying him,en,English,0
8ff763ef93,the unintended side effect is radical direct in what other state do voters set the tax rates,there is a radical side effect that was not intended,en,English,0
a4d8a9cfce,built in a d 715 to help measure the peak and trough of the nile flood,it said the nile flood was 12 feet deep,en,English,1
ba4380473d,um we tried that but we really weren t happy with it so he does that all himself now,he does that all himself now after we tried,en,English,0
d2b5441f67,bien he said at last,he wasted no time speaking,en,English,2
42087cb8ca,the island has a long history its marble deposits were coveted around the ancient world,the island was settled on very recently,en,English,2
eed6119180,the editors for their part arrange to have them all written just in case i do,there are two editors and one is more often responsible for arranging for them to get written than the other,en,English,1
73b413a0ee,the world ripped apart around them replaced with a world of fear and blood and fire,they were trying to escape the chaos around them,en,English,1
a01468aca2,look here you ve been asking me a lot of questions,look here you have been posing a lot of questions at me,en,English,0
0f881f229d,specifically by defining mission improvement objectives senior executives determine whether their organization needs a cio who is a networking marketing specialist business change agent operations specialist policy oversight manager or any combination thereof,a cio does not need to be an operations specialist,en,English,2
8a11f6d73b,title iv of the clean air act relating to acid deposition control,the clean air act only has a single title,en,English,2
352a9c6b07,in these cases participants risk losing not only their jobs but also a significant portion of their retirement savings if their company files for bankruptcy,participants who have worked at the company for less than 4 years are at a higher risk of losing their job during bankruptcy,en,English,1
2fb254bfcb,oh what a fool i feel,i am such a fool,en,English,0
b400440b86,knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program s long term solvency,this helps workers understand the restoration of the program s long term goals,en,English,0
291a7d0c6b,i think it s real good anyway it s it s been it was nice meeting you,it was nice meeting you,en,English,0
3b5dcee041,by coordinating policy development and awareness activities in this manner she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins an intranet web site and presentations to new employees,there new employees are a risk,en,English,1
e523df195e,possibly no other country has had such a turbulent history,the country s history has been largely peaceful,en,English,2
5891dda131,does does that make since to you,i don t care if it makes sense to you or not,en,English,2
4ba4ce40a4,the wp runs a piece inside reporting that during a church service last sunday cardinal john o connor of new york criticized president clinton from the pulpit for taking catholic communion while in south africa,the wp runs a piece inside reporting,en,English,0
762b1f8e7c,snap judgment,some judgments are made very quickly,en,English,0
dbc9b52102,that drawer was an unlocked one as he had pointed out and he submitted that there was no evidence to prove that it was the prisoner who had concealed the poison there,all evidence pointed towards the prisoner being the one to try and hide poison in the drawer,en,English,2
0c7d9f2c17,yeah the the i mean people like that are crazy i did a study on it though when i was in high school it was one of these things we had to pick a topic to to investigate and at that time i don t think it s like that any more but at that time uh it was very unfair capital punishment was a lot more common and if you tended and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter the chances your chances of of uh getting the death penalty were you know like hundreds of times greater than if you could just communicate well i mean you didn t have to be um you didn t even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um,it was something i performed research on during high school,en,English,0
db6efce7e7,uh well i figured if i had it done in the garage at the toyota dealer i would be looking at probably three or four hundred dollars,i had it done at the toyota dealer s for fifty bucks,en,English,2
2294fc6eb7,you should do the fixing,you should try to fix this,en,English,0
8eb48d68b8,well shut it then laughed the woman,she laughed about the situation even though she was annoyed,en,English,1
fc4599dda8,i n you re the top porter does not capitalize on the text s potential for realism,the text has a potential for realism that is unrealized,en,English,0
a4ba6abdb8,he slowed,he slowed down to let the horse by,en,English,1
c2ae355e67,who asked tommy,tommy asked about the location,en,English,2
4cd15e4ef5,students of human misery can savor its underlying sadness and futility,those who study human misery will savor the sadness and futility,en,English,0
0be15deb37,i can t help but wonder if shuger thought to ask himself a few simple questions before launching his attack questions such as did tripp ask to be moved to her current job,i know that shuger asked himself a lot of questions,en,English,2
f245cdb987,oh yeah all all mine are uh purebreds so i keep them in,all of mine are poodles,en,English,1
3fc98a9b6e,not yourself,only you,en,English,2
8b103566f7,loire valley,the valley of loire,en,English,0
4f963ac6d3,based on field observations and some discussions with u s,the field observations may have been faulty,en,English,1
6b4548801d,as he stepped across the threshold tommy brought the picture down with terrific force on his head,tommy hurt his head bringing the picture down,en,English,1
75a14f60cc,not surprisingly then fannie mae s public relations operation is unparalleled in washington,fannie mae had terrible public relations,en,English,2
0e6d554418,the most comfortable way to see these important hoysala temples is to visit them on either side of an overnight stay at hassan 120 km 75 miles northwest of mysore,do not book a hotel in hassan as it is not near the hoysala temples,en,English,2
5970348824,there are certain categories of control activities that are common to all agencies,nothing about agencies are familiar they are all unique,en,English,2
9a03efcbe7,i m confused,i don t understand,en,English,0
947f7cb07b,many lakeland hotels also quote a d b and b dinner bed and breakfast rate which includes the evening meal and is often quite cost effective,the only way to stay at a lakeland hotel is to pay for a full day package which includes 3 meals and is often quite expensive,en,English,2
906d6376bf,defiantly if you live in an apartment right,defiantly if you live in a house right,en,English,2
b0bb8d4963,an overall increase in prices is only possible when there has been an overall increase in the amount of money in circulation,price hikes are only possible if there is more money in circulation,en,English,0
9cc6593f5a,happily there s still a lot that hasn t yet been adulterated on the two islands meaning that visitors also have a choice,everything on the island has been downsized and commodified so visitors can only do one thing,en,English,2
4d8ebb7cd0,how to watch washington week in review back to front,the only way to watch washington week in review is from the start to the end as anything else would be viewed,en,English,2
4d2efd1770,it s absurd but i can t help it sir james nodded again,sir james thinks it s absurd,en,English,0
6354aafbcd,everybody has this quote from nba commissioner david you cannot strike your boss and still hold your job unless you play in the nba,nba commissioner said he hates nba players,en,English,2
2005fe6f45,as a professional courtesy gao will inform requesters of substantive media inquiries during an ongoing assignment,gao will never inform requesters of substantive media inquiries during an ongoing assignment,en,English,2
998e37d80e,he could make quite an issue out of the need to determine the characteristic impedance of their sky,he could have made an issue but did not,en,English,1
a1bea95c3e,i ll listen and agree with what i think sounds right,i will agree with whatever i think sounds right,en,English,0
3dae6079c5,the commission published a summary of its final regulatory flexibility analysis in the federal register on september 12 1996 61 fed,a final regulatory flexibility analysis was published by the commission in 1996,en,English,0
00cbeb090b,other pundits beam their opinions at us as through a time warp from the hazy days of past administrations,other experts give their opinions through time warp from past administrations,en,English,0
2dd576c122,well that s not why i got it right how do you like your tread mill,that s the reason i procured it,en,English,2
083d5f86ac,you can either fly on tap air portugal 15 minute flight or take the ferry which leaves daily at 8am tel 291 226 511,taking the plane will give you more departure timing options than the ferry,en,English,1
43aaefa162,designed by george meikle kemp an unknown draftsman of humble birth the monument took its inspiration from the design of melroseabbey,the design was beautiful and well thought out,en,English,1
23a3c84a24,i now submit this report to you and the other designated officials,i submit the report to you and the other officials,en,English,0
b959f42a6a,uh unemployment runs approximately six percent,the rate of unemployment is about six percent,en,English,0
7da7210eda,i entered her shack opening the painted door covered in runes of warding,i entered the shack bidden by her the runes of warding would have surely sent me away otherwise,en,English,1
cb0cdc2407,for centuries the loire river was a vital highway between the atlantic and the heart of france,the loire connected central france to the atlantic,en,English,0
80398e8be8,the road along the coastline to the south travels through busy agricultural towns and fishing villages untouched by tourism,the road going south has no civilization along it,en,English,2
34af081382,with him was the evil looking number 14,number 14 was with him,en,English,0
15b1c0f787,ibiza s seven bulwark defences are almost completely intact,ibiza s walls have crumbled due to the weather,en,English,2
dbb93c7a0c,however the specific approaches to executing those principles tended to differ among the various sectors,specific approaches to each principle is different in each sector with the oil industry being the most flexible,en,English,1
a8b626951d,there are other reasons that wrecks cause fan excitement e g,wrecks are a small reason for fan excitement,en,English,1
b48b0c6c0c,my last afternoon in louisian was supposed to be no different but the hotel room was small and claustrophobic and i was utterly bored,i was bored on my last day in louisian,en,English,0
d70d97c667,the chain swung again hitting her arm and sending the palm knife into the crowd,the woman was unarmed,en,English,2
ffa5493387,ramses ii did not build it from stone but had it hewn into the cliffs of the nile valley at a spot that stands only 7 km 4 miles from the sudan border in the ancient land of nubia,stone would have been too expensive to ship into the nile valley,en,English,1
cd1b40ee78,you know it s it s not easy to do but,it can be challenging,en,English,0
4b63c4c756,the book is a parody of bartlett s serving up quotes from lincoln jefferson and roger rosenblatt with equal pomposity,the book is a parody of patterson s and has quotes from adele and george clooney,en,English,2
ad0de1087b,the best beach in europe at least that s the verdict of its regulars,regular beachgoers say that it is the best in europe,en,English,0
ac8f2c7650,and alan tonelson of the u s,alan tonelson has lived in the u s his entire life,en,English,1
68e3df0d77,i agree with you but did you see the map they drew up on uh on how they were gonna divide up the districts,the district divisions map was incomplete,en,English,1
8d70677468,there s one thing he thought to himself they can t go on shooting,he thought that they couldn t go on shooting,en,English,0
3459243f4b,simmons probably rap s greatest entrepreneur lives in new york schmoozes bankers fashion designers and record executives and cuts deals with conglomerates such as time warner,simmons lives in new york and schmoozes fashion designers,en,English,0
cfd266bac2,he saw stark buried under the earth screaming for a mercy or death that would never come and crawling out of the rock decades later,stark got buried in a big hole,en,English,1
fb126a0677,nearby is the monastery of nea moni founded in 1049 and one of the most beautiful byzantine religious sites in the aegean,founded in 1049 the monastery was a beacon of light in the darkness,en,English,1
ed119569dc,but you will find it all right,you i m sure will find it more than adequate,en,English,0
1e0f06162e,you can also view a roman nileometer carved in the rock which measured the height of the river and helped the ancient priests to time the announcement of the nile flood that initiated a movement of workers from the fields to community projects such as temple building,there is no method for measuring the height of the river,en,English,2
a91bd3a157,act accounting the great management reform act,act accounting great management reform act,en,English,0
0dcdaa45c1,even analysts who had argued for loosening the old standards by which the market was clearly overvalued now think it has maxed out for a while,some analysts wanted to make the old standards toughter,en,English,1
df3152deb1,there always will be a need for an attorney to do general law,there is need to attorney s to practice law,en,English,0
399ac28103,they were quite tetanic in character,they were tense in how they acted,en,English,0
f4493384c5,unsurprisingly golfing is prohibitively expensive,it costs 100 to golf just 9 holes,en,English,1
99c1a397d8,it was really easy i mean just just did a thumb print you know,i did a thumb print that was very easy you know,en,English,0
f3d98405da,an indian traveler described the prosperous bujang valley settlement as the seat of all felicities,a traveler said the settlement was prospering because of trade,en,English,1
bda9995961,but i think a lot of kids it s funny get the same kind of fears like there s somebody under the bed,i believe that many children think it s amusing the similar uneasiness that there s someone beneath the bed,en,English,0
1230bb0cf0,he and his wife had lived at styles court in every luxury surrounded by her care and attention,she lived in poverty and squalor at styles court,en,English,2
bbab64b64b,several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization content and presentation of information to allow for a more common look and feel to agencies itbased public participation mechanisms in rulemaking,of the people we contacted all of them said that agencies current practices were fine,en,English,2
097391fbb2,do you know what this is with a dramatic gesture she flung back the left side of her coat and exposed a small enamelled badge,she wore a coat and carried a small badge,en,English,0
4c1c21ed97,some management consultants describe dysfunctional interactions with one s fellow workers as value subtracting behavior,consultants most often have personality clashes at the center of conflict,en,English,1
ae7eea4bdc,for more than a year clinton s surrogates have been calling starr an out of control prosecutor,even non clinton supporters think starr has gone too far,en,English,1
b273256885,i took to him at once,i liked him instantly,en,English,0
3e1a263023,it incorporates a risk assessment methodology intended to reduce audit planning time and ensure that significant issues are included,it mixes a risk assessment methodology into the process to ensure that significant issues are included,en,English,0
67206b356b,if i had chosen to be an actor i should have been the greatest actor living,i did not choose to become an actor as at the time i lacked the confidence to make that first step,en,English,1
2cb25fe600,sums up the millennium coverage from around the globe and examines whether the y2k preparations were a waste,the millennium coverage from around the globe will not be summed up and examined,en,English,2
263fcf64ab,those creole men and women you ll see dancing it properly have been moving their hips and knees that way since childhood,most people that master the creole dance learn it as adults,en,English,2
ae5df19404,i think yeah and it s a just a nice escape and you know it s something to laugh at and enjoy,i think it s an escape that can be enjoyed,en,English,0
5d9662cbed,and uh you know once you start up at the top and try to get those dollars on down to the hands that need them you know there s a lot of places the money stops and disappears along the way,there needs to be a more transparent distribution of money,en,English,1
ccaef3e9d3,these provisions may have to be reexamined as well,these supplies might require additional inspection,en,English,0
7037d44745,founded by alexander the great on the mediterranean coast in 322 b c alexandria was capital of egypt during the ptolemaic era,alexandria founded by alexander the great originally had a different name,en,English,1
7ce82953e3,knowing this can help workers understand that some combination of revenue increases and benefit reductions will be necessary to restore the program s long term solvency,knowing this in no way helps the worker s understanding,en,English,2
6dda44dcbf,i don t know no i don t,i used to know now i don t,en,English,1
5e2913d7ac,two aromatic aniseed drinks are also produced locally,the aniseed drinks are produced internationally,en,English,2
7ee1d7c464,not part of your biography,i was told something that was not in my biography some sort of secret,en,English,1
b5b2fd40a0,can i help you,can i give you assistance,en,English,0
593ad1c63d,monday s question no,there was a question on monday,en,English,0
07feabd041,the illinois equal justice foundation has recently made its first grants from money appropriated by the illinois general assembly,the illinois equal justice foundation just received money and manpower from the illinois general assembly,en,English,1
7a20440fa3,two of them saw thorn coming,nobody saw thorn coming,en,English,2
5620fcbe48,later tom testified against john so as to avoid the electric chair,tom was willing to speak against the other man to avoid his own execution,en,English,0
d77f4a03c8,probably so yeah you can get a head start on it,you can t get a head start on it,en,English,2
e654f03664,the burden of his spiritual functions as high priest of shinto and the tasks of administration led the emperor to welcome an early abdication frequently to retire to a life of buddhist meditation and scholarship,the emperor was exhausted by his religious and political obligation and abdicated early,en,English,0
6699d13301,the air is warm,the warm air bellows forth from the oven s open door,en,English,1
258147c192,are uh very few and then the other people just plan it you know it s like it s like have you have have you ever seen the commercial like for federal express where the with uh the think tank,i have never seen a federal express commercial,en,English,2
d87677482e,this guide will introduce you to many but not all of the popular aegean islands,there are some popular aegean islands that are not introduced in the guide,en,English,0
a235caf450,yep see we have cable here,yes we have cable here and we love it,en,English,1
ae050ae8f2,so i ll probably say you know it s like well we ve been talking for five six minutes so okay,we ve been talking for about 2 hours,en,English,2
c97bd9f1aa,7 nonautomated first class and standard a mailers have the option of requesting that their mail be processed manually even though the costs for such processing are substantially higher than mechanized processing,nonautomated first class and standard a mailers cannot ask for their mail to be processed by hand because it costs the postal service more,en,English,2
bf6abb780c,concentration of greenhouse gases especially co2 have increased substantially since the beginning of the industrial revolution,greenhouse gases have increased because of the industrial revolution,en,English,0
928d87f0c8,it was really a nice compromise especially because she felt like she was still living in her own house and she still had her own couch and her own bed and it it really helped a lot and she was a lot more comfortable and she didn t,it really works out well she had all her own furniture and stuff so she felt like it was her own home this made her much more comfortable with the situation,en,English,0
4c8ee45c51,by contrast their grandson who assumed the throne in 1516 was born in flanders in 1500 and charles i could barely express himself in spanish,charlies i was seen by his subjects as an outsider,en,English,1
03744e4caa,the kal whistled and vrenna s eyes sparkled when she saw jon swing it,kal is whistling into vrenna s face,en,English,1
e84c17fcf0,on your right is the entrance to the 16th century sandal bedesten with lovely brick vaults supported on massive stone pillars,the sandal bedesten took forty years to completely construct,en,English,1
af8c423e7f,for the beginner and for most others too beaune is the place to buy,the worst place to buy anything from is beaune,en,English,2
757d48d165,what a lot of bottles i exclaimed as my eye travelled round the small room,they had drank too many beers,en,English,1
1254b52168,last year arafat cracked down on hamas after a string of bombings in tel aviv and jerusalem arresting more than 1 200 suspected terrorists destroying hamas safe houses and confiscating its weapons caches,arafat arrested over a thousand suspected terrorists,en,English,0
9e6f1ed041,oh i did and i laughed real hard when i took it in for the two thousand mile checkup and uh,i had a good laugh when i took it for the two thousand mile checkup,en,English,0
7859e56054,under the overmechanical assumptions of affirmative action opponents themselves and putting aside the racial iq theories of murray and some others blacks would move up the list and whites would move down,affirmative action opponents say that whites would move down the list,en,English,0
e6dc161fcc,impossible,impossible unless circumstances are met,en,English,1
1eb1cf6d05,but there is a cycle of confirmation if prophecy indicates a thing will happen it will happen though not always as expected,what is predicted by prophecy though sometimes unexpected is always enjoyable,en,English,1
447e2d97d1,arsenic would put poor emily out of the way just as well as strychnine,there are many ways to get emily out of the way,en,English,0
5bbf6973f2,you re crazed beresford,you are a sane genius beresford,en,English,2
7828e7b0e1,it describes six applications of case study methods including the purposes and pitfalls of each and explains similarities and differences among the six,there are six applications for case study methods,en,English,0
e5d70cac0d,in most methods we plan for data collection then we collect the information then we analyze it and then we write the report,data collection is not planned for,en,English,2
aab8de5a0a,here you ll find many clothing stores for all ages and a large branch of dunnes stores an irish clothes and food shop chain,dunnes stores is a popular place for tourists to shop,en,English,1
f55c0de726,in the case of speech fiss appears to believe that the reason the american public is less enlightened than he would wish it to be concerning matters such as feminism the rights of homosexuals and regulation of industry is that people are denied access to the opinions and information that would enlighten them,if people would properly research matters that they don t understand they would be better equipped to form opinions,en,English,1
2fcbc6db7e,the increased investment has contributed to higher gdp growth in recent years and the stronger economy should help in servicing the debt owed to foreigners,steep gdp decline in recent years has been contributed to increased investment,en,English,2
215d2f571c,if washington square is underripe u turn and devil s advocate are rotting,washington square is definitely underripe no questions asked,en,English,1
69de2e8e8c,epa estimates that 5 6 million acres of lakes estuaries and wetlands and 43 500 miles of streams rivers and coasts are impaired by mercury emissions,rivers streams and coasts are affected by mercury emissions,en,English,0
6989910c97,she s a crutch,she s an essential key role in this and is being used as a crutch,en,English,1
49245fe99b,that was good and poland yeah and i ve done some of those yeah i like i like things that are those are a few of the ones i can take of his i like it when they actually are giving you information in a novel format i guess would be the,i enjoy receiving information in the shape of a novel,en,English,0
a0fd3a8129,if the data from a series of tests performed with the same toxicant toxicant concentrations and test species were analyzed with hypothesis tests precision could only be assessed by a qualitative comparison of the noec loec intervals with the understanding that maximum precision would be attained if all tests yielded the same noec loec interval,they needed various data to test for toxicants,en,English,0
04d1a36fbf,the flame or whatever it was had enough heat but it was hard to control,the flame was easy to control but lacked heat,en,English,2
ed94d59c07,here you ll find many clothing stores for all ages and a large branch of dunnes stores an irish clothes and food shop chain,the stores here have clothing for all ages,en,English,0
bb0d46dd2a,right well there s yeah there there s going to be some measure of incentive uh reward or whatever but the reward ultimately ultimately comes down to what you want,there has to be some sort of incentive,en,English,0
1f90e19f5b,guess it didn t last too long at the box office but i thought it was pretty good,apparently it was not in the box office for very long but i believe it was fairly decent,en,English,0
95d2545b60,puri also has a beautiful beach southwest of town which is ideal for cooling off but those aren t sandcastles the indians are making they re miniature temples for this is the swarga dwara heaven s gateway where the faithful wash away their sins,the devout make miniature temples on the beach at puri,en,English,0
4d662da42a,several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization content and presentation of information to allow for a more common look and feel to agencies itbased public participation mechanisms in rulemaking,some organizations said that agencies should have more consistent organization,en,English,0
bd7fa9ce5b,tell me how did those scribbled words on the envelope help you to discover that a will was made yesterday afternoon poirot smiled,tell me how could you tell from that text that a will was made yesterday afternoon,en,English,0
598acbb3ba,others love to see it in the middle of the heaviest monsoon its marble translucent its image blurred in the rain stippled water channels of its gardens,none of the visitors like to see it during the monsoon,en,English,2
802c4fa2fb,sultan abdul hamid ii 1876 1909 tried to apply absolute rule to an empire staggering under a crushing foreign debt with a fragmented population of hostile people and succeeded only in creating ill will and dissatisfaction amongst the younger generation of educated turks,the population was fractured during the rule of sultan adbul hamid ii and many people were hostile to his rule,en,English,0
5b0be256b3,at least i m going to give it a try cause you can see i mean the oil filters i mean you can touch it it s right there,it seems like it s worth trying to get the oil filter out,en,English,0
05cc35e98d,there s a dramatic difference between someone like michael dell and someone like al dunlap,they do not get along,en,English,1
a115269c7d,in 2001 lsc continued to play an active role in encouraging and supporting states technology plans,in 2001 lsc continued to play an active role in encouraging and supporting states technology plans,en,English,0
e48293d8c3,the purpose of the diwan i khas is hotly disputed it is not necessarily the hall of private audience that its name implies,the name suggest that it is open to the public,en,English,2
94e94bb258,uh huh well it s good that she does that i mean bring it to people s attention,she never brought anything to anyone s attention,en,English,2
315982a15a,okay okay that s it that gte had purchased tigon and yeah that s what we have,we aren t sure if tigon has been bought yet,en,English,2
1851422583,upriver east of blois in a huge densely wooded park surrounded by 31 km 20 miles of high walls the brilliant white ceteau de cham bord is the most extravagant of all the royal residences in the loire valley,the ceteau de chambord is an ugly unremarkable hut in an open field,en,English,2
f9f53df28c,the gaiety theatre in south king street is worth visiting for its ornate d cor,the gaiety theatre is a must visit just for its beautiful decor,en,English,0
9d3282860c,it recalls william randolph hearst s castle in caleornia with its imaginative juxtaposition of ancient roman and chinese sculpture fine venetian glass chandeliers syvres porcelain old flemish masters and naughty french erotica,there is no art or sculptures located there,en,English,2
38f2f5bba1,13 executive effectively implementing the government performance and results act gao ggd 96 118 june 1996,the executives worked hard to make the government act reality,en,English,1
2d486cf2b6,there are a number of expensive jewelry and other duty free shops all with goods priced in us dollars duty free goods must always be paid for in foreign currency,be sure to bring currencies other than the us dollar when buying goods from the duty free shops,en,English,0
a56fc7e76f,any subsequent alterations to the data can be readily detected,alterations can be detected,en,English,0
f1e75500a0,don t you know,don t you know the answer to that,en,English,1
ca161933da,they managed to control much of the country for nearly a century before the muslim leader saladin salah ad din defeated them in 1187,they were defeated by saladin a muslim leader and lost control of the large part of the country they had,en,English,0
bce3065cd0,the sculpture on the dome a personification of commerce and the river gods including anna livia set over the main door are by edward smyth who was also responsible for the statues on the gpo,the dome is bare and plain,en,English,2
d2d82ab664,for example the cfo council and the office of management and budget omb are aggressively working on eight priority initiatives outlined in the1998 federal financial management status report and fiveyear plan,the cfo council and the omb are lax about the priority initiatives,en,English,2
9d60382636,the almost midtown massabielle quarter faubourg de massabielle is sometimes described as the most picturesque in the city,the massabielle quarter is a very touristy place,en,English,0
7dfe642c38,along the eastern coastline are several fine beaches with perfect windsurfing conditions in their wide shallow bays,there are many fine beaches along the shallow bays,en,English,0
1a2b0a1ed7,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements,it does not matter whether or not a state enforces the statutory requirements,en,English,2
f522c90067,uh well no i just know i know several single mothers who absolutely can t afford it they have to go with the a single uh what i mean a babysitter more more or less,i know single moms who wouldn t be able to afford it,en,English,0
b9be46b057,hey no problem a fine policy,the worst policy ever,en,English,2
a06e32bf97,today it is possible to buy cheap papyrus printed with gaudy egyptian scenes in almost every souvenir shop in the country but some of the most authentic are sold at the pharaonic village in cairo where the papyrus is grown processed and hand painted on site,the pharaonic village in cairo is the only place where one can buy authentic papyrus,en,English,2
9d0237d559,the woman rolled and drew two spears before the horse had rolled and broken the rest,they were rolling in piles of money,en,English,2
19be5479c6,meanwhile critics on the left argue that because the united states failed to intervene in rwanda its intervention in kosovo is morally suspect and probably racist,the us did not intervene in the rwandan conflict,en,English,0
988c2b4621,john kasich dropped his presidential bid,john kasich dropped out of the presidential race,en,English,0
2943608f26,now then miss tuppence said sir james you know this place better than i do,sir james expected miss tuppence to give him directions,en,English,1
a69dbbf177,um hum yeah we re still pretty much you know in winter as far as that goes here,it has been winter here for years,en,English,1
3a2c727478,then he shrugged,he never bothered to shrug about things,en,English,2
2859b7d71e,so far however the number of mail pieces lost to alternative bill paying methods is too small to have any material impact on first class volume,occasionally mail is lost but not often,en,English,1
5e548966dd,she s smiling but her eyes are closed,her eyes widened as she smiled,en,English,2
0989d728ff,total volume grew 13,overall volume decreased,en,English,2
46ef676d38,but to you who know the truth i propose to read certain passages which will throw some light on the extraordinary mentality of this great man he opened the book and turned the thin pages,two of the thin pages stuck together as he leafed through them and he paused to separate them carefully,en,English,1
297ea58a44,de wit worked from likenesses of actual monarchs to produce his portraits,de wit used fictional monarchs to produce his portraits,en,English,2
82f6e0fb23,the party s broad aims were to support capitalist policies and to continue close ties with britain and the rest of the commonwealth,radical socialism and isolationism was the primary aim of the party s platform,en,English,2
5c39ecdf25,how do you like it well,you probably hate it don t you,en,English,2
54ade6115f,ssa will consider the comments received by april 14 1997 and will issue revised regulations if necessary,the regulations will be revised as necessary after the ssa considers the comments received before april 14 1997,en,English,0
539ae95203,even if the entire unified surplus were saved gdp per capita would fall somewhat short of the u s historical average of doubling every 35 years,gdp would still be above 50 000 even given the conditions,en,English,1
d3f7456283,major journeys from one part of the country to another say from milan to rome or down to naples is most enjoyed by train buffs and travelers with plenty of time patience and curiosity,it takes eight hours to get from milan to naples by train,en,English,1
e50ba1d750,the dramatic cliffs of the serra de tramuntana mountain range hug the coastline of the entire northwest and north from andratx all the way to the cape of formentor,the serra de tramuntana mountains are far away from the coast,en,English,2
6d6f419328,well i think of uh you mean as far as retirement,you never discuss retirement,en,English,2
25c54abba6,general motors for instance lost 460 million to strikes in 1997 but investors treated the costs as a kind of extraordinary charge and valued the company as if the losses had never happened,gm lost a lot of money in labor disputes but was victorious in the end,en,English,1
a490212fac,attractively colorful ukiyo e woodblock prints and scroll paintings can be found in antique stores second hand bookstores and even temple markets,there is only one location to buy the woodblock prints and scroll paintings from,en,English,2
8c2dcfd3cb,penrith and blencathra are also celtic names established during this early period of settlement,penrith and blencathra are celtic names which were established in this early period,en,English,0
0fea553ec3,the women s haven which provides shelter and outreach to domestic violence victims already has a full time attorney,the women s haven needs to hire a full time lawyer,en,English,2
bd2cea0af2,but it just might be because he s afraid he ll lose his no,he might be afraid he ll lose his no,en,English,0
d723ee6c6a,vishnu s wife lakshmi is goddess of good fortune,lakshmi is vishnu s wife and the goddess of good fortune,en,English,0
d19e913903,while obviously constrained by their bondage blacks nonetheless forged a culture rich with religious observances folk tales family traditions song and so on,they do not hold trad ions as a highly valued thing,en,English,2
0048700d8e,very little indeed answered tuppence and was pleased to note that whittington s uneasiness was augmented instead of allayed,whittington was finally at ease when tuppence replied to inquiry,en,English,2
3a905b3513,the man looked at the girl,the man never noticed the girl was there,en,English,2
fc92796f66,angry consumers would complain about cheapo car care,angry consumers would complain about a really bad car wash,en,English,1
3b5e98b36a,politically it s anti democratic replacing congressional and executive branch decision making,it s anti democratic and takes the decision making away from the executive branch in dc,en,English,1
4135b45098,although claims data provide the most accurate information about health care use ensuring adequate follow up for purposes of obtaining information from patient self report is important because many people do not report alcohol related events to insurance compa nies,patients naturally always report to insurance companies when health problems may be a direct result of alcohol,en,English,2
8ab6ef9088,marriage is an important institution,marriage is crucial to society,en,English,1
eebed5cecb,windows 95 costs about 90 at my local computer superstore,windows 95 is a bargain,en,English,1
632cd941bd,oh yes sir dorcas was looking very curiously at him and to tell the truth so was i,we had no interest in him at all,en,English,2
af36f7d1bb,jon saw him ride into the smoke,he rode off into the smoke as jon watched,en,English,0
cf5781f2ad,i don t know all the answers fella,buddy i just can t answer all those questions,en,English,0
04fb6738b9,he unleashed a 16 day reign of terror that left 300 madeirans dead stocks of sugar destroyed and the island plundered,there was a terrible attack during a 16 day reign,en,English,0
